
    OUTPUT FILES FOR THE Sun  

 Solar Constant= 0.746   F_CH4= 6.9401E-07  F_CO2= 2.0000E-01  F_O2= 2.0813E-13  F_N2= 7.7892E-01  F_H2= 1.3770E-03  F_AR= 7.8686E-03  IO3 =  1   IUP=  1
 ICONSERV= 0  FAC= 4.0  ND=101  SRFALB= 0.316  G= 980.7  IMW= 2  INVERSE= 0

 FNO2 = 2.281E-74

 NST=     1 JCONV= 37 CHG=1.55E-02 dt0=5.00E+03 DIVF(1)=-1.08E-01 DIVFrms= 1.04E-01 DT(ND)=-3.11E+00 T(ND)=2.8489E+02

 TIME= 5.000E+03  TIME IN DAYS = 5.787E-02

 PLANETARY ALBEDO:  ALBP = 0.2835

  J     P         ALT         T        CONVEC       DT          TOLD        FH20       FSAVE        FO3        TCOOL       THEAT
 58 3.7908E-02 1.9717E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  2.4740E-07  4.0000E-06  1.7634E-10 -9.4652E-01  4.0626E-01
 59 4.2211E-02 1.9144E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  2.7399E-07  4.0000E-06  1.4436E-10 -8.5592E-01  3.8758E-01
 60 4.6934E-02 1.8578E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  3.0418E-07  4.0000E-06  1.1389E-10 -7.7662E-01  3.6896E-01
 61 5.2110E-02 1.8019E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  3.3770E-07  4.0000E-06  8.5019E-11 -6.9962E-01  3.5145E-01
 62 5.7775E-02 1.7469E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  3.7379E-07  4.0000E-06  5.8273E-11 -6.1971E-01  3.3559E-01
 63 6.3963E-02 1.6926E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  4.1196E-07  4.0000E-06  3.5466E-11 -5.3673E-01  3.2140E-01
 64 7.0712E-02 1.6391E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  4.5047E-07  4.0000E-06  1.7769E-11 -4.5412E-01  3.0841E-01
 65 7.8062E-02 1.5864E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  4.9016E-07  4.0000E-06  6.3769E-12 -3.7755E-01  2.9595E-01
 66 8.6051E-02 1.5344E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  5.2904E-07  4.0000E-06  1.9683E-12 -3.1124E-01  2.8350E-01
 67 9.4722E-02 1.4833E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  5.6918E-07  4.0000E-06  8.1853E-13 -2.5771E-01  2.7086E-01
 68 1.0412E-01 1.4329E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  6.0906E-07  4.0000E-06  4.2335E-13 -2.1297E-01  2.5650E-01
 69 1.1428E-01 1.3833E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  6.4922E-07  4.0000E-06  2.0969E-13 -1.7412E-01  2.4054E-01
 70 1.2525E-01 1.3344E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  6.8781E-07  4.0000E-06  8.6760E-14 -1.3936E-01  2.2586E-01
 71 1.3709E-01 1.2863E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  7.2232E-07  4.0000E-06  3.1567E-14 -1.0222E-01  2.1272E-01
 72 1.4982E-01 1.2390E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  7.5236E-07  4.0000E-06  1.2663E-14 -5.5808E-02  2.0119E-01
 73 1.6350E-01 1.1925E+01 1.9689E+02  0.00E+00  -3.1058E+00  2.0000E+02  7.7927E-07  4.0000E-06  6.1122E-15  1.8811E-02  1.9116E-01
 74 1.7818E-01 1.1468E+01 1.9696E+02  0.00E+00  -3.1058E+00  2.0000E+02  8.1364E-07  4.0000E-06  3.3900E-15  1.9398E-01  1.8243E-01
 75 1.9389E-01 1.1016E+01 1.9827E+02  1.00E+00  -3.1058E+00  2.0026E+02  2.7255E-06  4.0000E-06  2.0598E-15  1.4467E-01  1.7529E-01
 76 2.1069E-01 1.0567E+01 2.0188E+02  1.00E+00  -3.1058E+00  2.0499E+02  4.0000E-06  2.5003E-06  1.3084E-15 -1.1913E-01  1.7471E-01
 77 2.2861E-01 1.0116E+01 2.0662E+02  1.00E+00  -3.1058E+00  2.0972E+02  4.0000E-06  4.9534E-06  8.2882E-16 -3.5027E-01  1.7721E-01
 78 2.4770E-01 9.6633E+00 2.1135E+02  1.00E+00  -3.1058E+00  2.1445E+02  6.2497E-06  9.5138E-06  5.0152E-16 -6.5848E-01  1.8315E-01
 79 2.6800E-01 9.2085E+00 2.1606E+02  1.00E+00  -3.1058E+00  2.1917E+02  1.1853E-05  1.7722E-05  2.3522E-16 -8.0667E-01  1.8117E-01
 80 2.8955E-01 8.7523E+00 2.2075E+02  1.00E+00  -3.1058E+00  2.2385E+02  2.1775E-05  3.2015E-05  1.0423E-16 -1.0452E+00  1.8167E-01
 81 3.1238E-01 8.2951E+00 2.2537E+02  1.00E+00  -3.1058E+00  2.2848E+02  3.8732E-05  5.6066E-05  4.8455E-17 -1.6106E+00  1.9998E-01
 82 3.3652E-01 7.8374E+00 2.2992E+02  1.00E+00  -3.1058E+00  2.3302E+02  6.6657E-05  9.5111E-05  2.4599E-17 -2.2723E+00  2.3603E-01
 83 3.6202E-01 7.3798E+00 2.3435E+02  1.00E+00  -3.1058E+00  2.3746E+02  1.1089E-04  1.5615E-04  1.3997E-17 -2.7868E+00  2.8622E-01
 84 3.8888E-01 6.9228E+00 2.3864E+02  1.00E+00  -3.1058E+00  2.4174E+02  1.7819E-04  2.4790E-04  9.0773E-18 -3.1396E+00  3.4586E-01
 85 4.1714E-01 6.4670E+00 2.4275E+02  1.00E+00  -3.1058E+00  2.4586E+02  2.7648E-04  3.8041E-04  6.5581E-18 -3.3212E+00  4.1183E-01
 86 4.4681E-01 6.0132E+00 2.4667E+02  1.00E+00  -3.1058E+00  2.4977E+02  4.1432E-04  5.6440E-04  5.1199E-18 -3.2422E+00  4.7816E-01
 87 4.7791E-01 5.5621E+00 2.5037E+02  1.00E+00  -3.1058E+00  2.5348E+02  6.0032E-04  8.1043E-04  4.1528E-18 -3.0181E+00  5.3517E-01
 88 5.1043E-01 5.1142E+00 2.5385E+02  1.00E+00  -3.1058E+00  2.5696E+02  8.4255E-04  1.1282E-03  3.1654E-18 -2.7814E+00  5.7669E-01
 89 5.4439E-01 4.6702E+00 2.5712E+02  1.00E+00  -3.1058E+00  2.6023E+02  1.1482E-03  1.5263E-03  2.2510E-18 -2.5374E+00  6.0382E-01
 90 5.7977E-01 4.2308E+00 2.6018E+02  1.00E+00  -3.1058E+00  2.6328E+02  1.5233E-03  2.0115E-03  1.6004E-18 -2.2599E+00  6.1917E-01
 91 6.1656E-01 3.7966E+00 2.6304E+02  1.00E+00  -3.1058E+00  2.6615E+02  1.9728E-03  2.5896E-03  1.1594E-18 -1.9110E+00  6.2934E-01
 92 6.5475E-01 3.3679E+00 2.6572E+02  1.00E+00  -3.1058E+00  2.6883E+02  2.5008E-03  3.2649E-03  8.4773E-19 -1.5264E+00  6.3481E-01
 93 6.9430E-01 2.9454E+00 2.6823E+02  1.00E+00  -3.1058E+00  2.7134E+02  3.1103E-03  4.0407E-03  6.3057E-19 -1.2023E+00  6.3961E-01
 94 7.3519E-01 2.5294E+00 2.7067E+02  1.00E+00  -3.1058E+00  2.7377E+02  3.8273E-03  4.9598E-03  4.7741E-19 -1.0191E+00  6.4274E-01
 95 7.7737E-01 2.1201E+00 2.7315E+02  1.00E+00  -3.1058E+00  2.7626E+02  4.7097E-03  5.9689E-03  3.6612E-19 -9.5296E-01  6.3933E-01
 96 8.2078E-01 1.7177E+00 2.7552E+02  1.00E+00  -3.1058E+00  2.7862E+02  5.6787E-03  7.0022E-03  2.8379E-19 -9.3687E-01  6.2626E-01
 97 8.6538E-01 1.3226E+00 2.7777E+02  1.00E+00  -3.1058E+00  2.8088E+02  6.5982E-03  8.2518E-03  2.2185E-19 -9.5959E-01  6.0835E-01
 98 9.1109E-01 9.3507E-01 2.7992E+02  1.00E+00  -3.1058E+00  2.8302E+02  7.7324E-03  9.4431E-03  1.7499E-19 -1.0140E+00  5.9282E-01
 99 9.5784E-01 5.5544E-01 2.8198E+02  1.00E+00  -3.1058E+00  2.8508E+02  8.8773E-03  1.0955E-02  1.3825E-19 -1.1495E+00  5.8920E-01
100 1.0055E+00 1.8397E-01 2.8394E+02  1.00E+00  -3.1058E+00  2.8704E+02  1.0117E-02  1.2419E-02  1.0818E-19 -1.2306E+00  5.9965E-01
101 1.0299E+00 0.0000E+00 2.8489E+02  1.00E+00  -3.1058E+00  2.8800E+02  1.0832E-02  1.3136E-02  1.1100E-19  0.0000E+00  0.0000E+00
  J     P         ALT         T        CONVEC       DT          TOLD        FH20       FSAVE        FO3        TCOOL       THEAT

 FCO2
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01 2.00E-01
  2.00E-01

  J    PF         ALT       FTOTAL       FTIR       FDNIR       FUPIR       FTSOL       FDNSOL       FUPSOL       DIVF
  1 7.0000E-06 6.5730E+01 -2.2082E+04 -2.0476E+05  0.0000E+00  2.0476E+05  1.8268E+05  2.5498E+05  7.2296E+04 -1.0784E-01
  2 8.4656E-06 6.4751E+01 -2.2030E+04 -2.0467E+05  8.8921E+01  2.0476E+05  1.8264E+05  2.5494E+05  7.2296E+04 -1.0759E-01
  3 1.0223E-05 6.3735E+01 -2.2024E+04 -2.0466E+05  1.0373E+02  2.0476E+05  1.8264E+05  2.5493E+05  7.2296E+04 -1.0756E-01
  4 1.2328E-05 6.2716E+01 -2.2018E+04 -2.0465E+05  1.1719E+02  2.0476E+05  1.8263E+05  2.5492E+05  7.2296E+04 -1.0753E-01
  5 1.4845E-05 6.1707E+01 -2.2010E+04 -2.0463E+05  1.3263E+02  2.0476E+05  1.8262E+05  2.5492E+05  7.2296E+04 -1.0749E-01
  6 1.7851E-05 6.0705E+01 -2.2000E+04 -2.0461E+05  1.5013E+02  2.0476E+05  1.8261E+05  2.5491E+05  7.2296E+04 -1.0744E-01
  7 2.1433E-05 5.9710E+01 -2.1989E+04 -2.0459E+05  1.6953E+02  2.0476E+05  1.8261E+05  2.5490E+05  7.2296E+04 -1.0739E-01
  8 2.5698E-05 5.8724E+01 -2.1977E+04 -2.0457E+05  1.9066E+02  2.0476E+05  1.8260E+05  2.5489E+05  7.2296E+04 -1.0733E-01
  9 3.0768E-05 5.7745E+01 -2.1963E+04 -2.0455E+05  2.1350E+02  2.0476E+05  1.8259E+05  2.5488E+05  7.2295E+04 -1.0726E-01
 10 3.6785E-05 5.6773E+01 -2.1949E+04 -2.0453E+05  2.3834E+02  2.0476E+05  1.8258E+05  2.5487E+05  7.2295E+04 -1.0719E-01
 11 4.3915E-05 5.5810E+01 -2.1933E+04 -2.0450E+05  2.6586E+02  2.0476E+05  1.8257E+05  2.5486E+05  7.2295E+04 -1.0711E-01
 12 5.2351E-05 5.4855E+01 -2.1914E+04 -2.0447E+05  2.9700E+02  2.0476E+05  1.8255E+05  2.5485E+05  7.2295E+04 -1.0702E-01
 13 6.2320E-05 5.3907E+01 -2.1893E+04 -2.0443E+05  3.3261E+02  2.0476E+05  1.8254E+05  2.5483E+05  7.2295E+04 -1.0692E-01
 14 7.4079E-05 5.2968E+01 -2.1868E+04 -2.0439E+05  3.7322E+02  2.0476E+05  1.8252E+05  2.5482E+05  7.2295E+04 -1.0680E-01
 15 8.7931E-05 5.2036E+01 -2.1842E+04 -2.0434E+05  4.1903E+02  2.0476E+05  1.8250E+05  2.5480E+05  7.2294E+04 -1.0667E-01
 16 1.0422E-04 5.1112E+01 -2.1812E+04 -2.0429E+05  4.7025E+02  2.0476E+05  1.8248E+05  2.5478E+05  7.2294E+04 -1.0652E-01
